idx,Name,Recommend Name 0,Recommend Name 1,Recommend Name 2,Recommend Name 3,Recommend Name 4,Recommend Name 5,Recommend Name 6,Recommend Name 7,Recommend Name 8,Recommend Name 9,Recommend PCA Distances 0,Recommend PCA Distances 1,Recommend PCA Distances 2,Recommend PCA Distances 3,Recommend PCA Distances 4,Recommend PCA Distances 5,Recommend PCA Distances 6,Recommend PCA Distances 7,Recommend PCA Distances 8,Recommend PCA Distances 9,Recommend Genres 0,Recommend Genres 1,Recommend Genres 2,Recommend Genres 3,Recommend Genres 4,Recommend Genres 5,Recommend Genres 6,Recommend Genres 7,Recommend Genres 8,Recommend Genres 9,Recommend Rating 0,Recommend Rating 1,Recommend Rating 2,Recommend Rating 3,Recommend Rating 4,Recommend Rating 5,Recommend Rating 6,Recommend Rating 7,Recommend Rating 8,Recommend Rating 9,Predicted Rating,Actual Rating
168,Final Fantasy: The Spirits Within,The 13th Warrior,The Rundown,The Wolfman,Happy Feet Two,Collateral Damage,Where the Wild Things Are,Poseidon,Land of the Lost,Sky Captain and the World of Tomorrow,Inkheart,0.005741556537789183,0.012162460310838896,0.0204827551001453,0.02280751911940626,0.02284341981106064,0.023079304155875224,0.02398701385148272,0.02646040187759824,0.029031356726139546,0.03482291884783495,"'Adventure','Fantasy','Action'","'Adventure','Action','Comedy','Thriller'","'Drama','Horror','Thriller'","'Animation','Comedy','Family'","'Action','Thriller','Drama'","'Family','Fantasy'","'Adventure','Action','Drama','Thriller'","'Adventure','Comedy','ScienceFiction'","'Mystery','Action','Thriller','ScienceFiction','Adventure'","'Adventure','Family','Fantasy'",6.4,6.4,5.5,5.8,5.5,6.4,5.5,5.3,5.7,6.0,5.85,5.9
169,Captain America: The First Avenger,Oblivion,Thor,Prometheus,Iron Man,Batman Begins,The Secret Life of Walter Mitty,The Hangover Part II,Inception,The Adjustment Bureau,Iron Man 2,0.007646046622152403,0.009330799937354528,0.014977932900873125,0.0163303092564413,0.01711586651123953,0.01826105542153389,0.023644969089315016,0.02396569467624987,0.03276211217192193,0.03303708082319623,"'Action','ScienceFiction','Adventure','Mystery'","'Adventure','Fantasy','Action'","'ScienceFiction','Adventure','Mystery'","'Action','ScienceFiction','Adventure'","'Action','Crime','Drama'","'Adventure','Comedy','Drama','Fantasy'",'Comedy',"'Action','Thriller','ScienceFiction','Mystery','Adventure'","'ScienceFiction','Thriller','Romance'","'Adventure','Action','ScienceFiction'",6.4,6.6,6.3,7.4,7.5,7.0,6.2,8.1,6.5,6.6,6.860000000000001,6.6
170,The World Is Not Enough,Tomorrow Never Dies,Die Another Day,The Perfect Storm,The Longest Yard,The Chronicles of Narnia: Prince Caspian,Lethal Weapon 4,Entrapment,Eraser,Air Force One,Beowulf,0.009115420077299374,0.009479755849243765,0.012790663640538269,0.015051387836532149,0.019779622225935878,0.02108916172053954,0.021306369938964176,0.02536788291038161,0.025425248842299242,0.030748174268132256,"'Adventure','Action','Thriller'","'Adventure','Action','Thriller'",'Drama',"'Comedy','Drama'","'Adventure','Family','Fantasy'","'Action','Adventure','Comedy','Crime','Thriller'","'Romance','Drama','Mystery'","'Action','Drama','Mystery','Thriller'","'Action','Thriller'","'Adventure','Action','Animation'",6.0,5.8,6.2,6.2,6.3,6.3,6.0,5.6,6.2,5.5,6.01,6.0
171,Master and Commander: The Far Side of the World,Spy Game,Waterworld,Robin Hood,Kingdom of Heaven,The Bone Collector,Superman Returns,The Chronicles of Narnia: Prince Caspian,Last Action Hero,Lethal Weapon 4,Deep Impact,0.008441240864419775,0.015139525992707403,0.016386677818426953,0.018835904544778126,0.019228516206289292,0.01975596066709706,0.021919125953354324,0.026366235631666513,0.028911476859739382,0.029427659034408138,"'Action','Crime','Thriller'","'Adventure','Action'","'Action','Adventure'","'Drama','Action','Adventure','History','War'","'Drama','Mystery','Thriller','Crime'","'Adventure','Fantasy','Action','ScienceFiction'","'Adventure','Family','Fantasy'","'Adventure','Fantasy','Action','Comedy','Family'","'Action','Adventure','Comedy','Crime','Thriller'","'Action','Drama','Romance'",6.8,5.9,6.2,6.6,6.5,5.4,6.3,6.1,6.3,5.9,6.199999999999999,6.9
172,The Twilight Saga: Breaking Dawn - Part 2,Miss Congeniality,The Jungle Book,Frozen,Furious 7,Cinderella,The Twilight Saga: Eclipse,American Wedding,Mission: Impossible,Pirates of the Caribbean: Dead Man's Chest,Ice Age: Dawn of the Dinosaurs,0.010966341843107297,0.015109010246482923,0.016861696673404536,0.019711163779956964,0.027073525645395335,0.02953478513938379,0.0298168325826067,0.031779457186657534,0.03237108246473375,0.03563167823850577,"'Comedy','Crime','Action'","'Family','Adventure','Drama','Fantasy'","'Animation','Adventure','Family'",'Action',"'Romance','Fantasy','Family','Drama'","'Adventure','Fantasy','Drama','Romance'","'Comedy','Romance'","'Adventure','Action','Thriller'","'Adventure','Fantasy','Action'","'Animation','Comedy','Family','Adventure'",6.1,6.7,7.3,7.3,6.7,5.8,6.0,6.7,7.0,6.5,6.609999999999999,6.1
173,Happy Feet Two,Poseidon,Dante's Peak,The Devil's Own,Star Trek: Insurrection,Along Came a Spider,Final Fantasy: The Spirits Within,Evan Almighty,Charlotte's Web,The Rundown,Killers,0.004362393036388412,0.014796946145675172,0.01739678532545952,0.02020049410999214,0.02211286602408502,0.02280751911940626,0.02560116229793763,0.030792141466722267,0.03181268895382561,0.03299392642127574,"'Adventure','Action','Drama','Thriller'","'Action','Adventure','Thriller'","'Crime','Thriller','Drama'","'ScienceFiction','Action','Adventure','Thriller'","'Crime','Mystery','Thriller','Action'","'Adventure','Action','Animation','Fantasy','ScienceFiction','Thriller'","'Fantasy','Comedy','Family'","'Comedy','Family','Fantasy'","'Adventure','Action','Comedy','Thriller'","'Action','Comedy','Thriller','Romance'",5.5,5.7,5.9,6.3,6.1,5.9,5.3,5.8,6.4,5.7,5.859999999999999,5.8
174,The Incredible Hulk,Ender's Game,Sucker Punch,Jupiter Ascending,Mars Attacks!,Transcendence,Percy Jackson: Sea of Monsters,Dark Shadows,Clash of the Titans,Ghostbusters,Tropic Thunder,0.006162017489559135,0.007777224490264301,0.020050985007327826,0.022271889952272805,0.023448796737636335,0.024827132822622833,0.02587379102223375,0.028585947363127806,0.028753750957223545,0.03154101951114241,"'ScienceFiction','Action','Adventure'","'Action','Fantasy','Thriller'","'ScienceFiction','Fantasy','Action','Adventure'","'Comedy','Fantasy','ScienceFiction'","'Thriller','ScienceFiction','Drama','Mystery'","'Adventure','Family','Fantasy'","'Comedy','Fantasy'","'Adventure','Fantasy','Action'","'Action','Fantasy','Comedy'","'Action','Comedy'",6.6,5.9,5.2,6.1,5.9,5.9,5.7,5.6,5.3,6.5,5.869999999999999,6.1
175,The BFG,47 Ronin,Waterworld,Point Break,Superman Returns,John Carter,S.W.A.T.,Battleship,Pan,Teenage Mutant Ninja Turtles: Out of the Shadows,Robin Hood,0.01052733839865061,0.010735654691934826,0.012008994452211263,0.012505092952071362,0.013440591720424111,0.014150451930978969,0.014396865692804406,0.01698074838436814,0.01757627487004121,0.01981451584281524,"'Drama','Action','Adventure','Fantasy'","'Adventure','Action'","'Action','Crime','Thriller'","'Adventure','Fantasy','Action','ScienceFiction'","'Action','Adventure','ScienceFiction'","'Action','Thriller','Crime'","'Thriller','Action','Adventure','ScienceFiction'","'Adventure','Family','Fantasy'","'Fantasy','Action','Adventure','Comedy'","'Action','Adventure'",5.9,5.9,5.5,5.4,6.1,5.8,5.5,5.9,5.8,6.2,5.8,6.0
176,The Revenant,Gladiator,Now You See Me 2,The Great Gatsby,Divergent,Jack Reacher,The Heat,The Dark Knight,Batman Begins,The Departed,Sherlock Holmes: A Game of Shadows,0.006067977746323949,0.00933621008977159,0.010696723099636651,0.012350512922294943,0.013686993454908536,0.014154548026375613,0.017999394229597065,0.022513162127087538,0.022856575980416793,0.023805596198200996,"'Action','Drama','Adventure'","'Action','Adventure','Comedy','Crime','Mystery','Thriller'","'Drama','Romance'","'Adventure','Action','ScienceFiction'","'Crime','Drama','Thriller'","'Action','Comedy','Crime'","'Drama','Action','Crime','Thriller'","'Action','Crime','Drama'","'Drama','Thriller','Crime'","'Adventure','Action','Crime','Mystery'",7.9,6.7,7.3,6.9,6.3,6.5,8.2,7.5,7.9,7.0,7.220000000000001,7.3
177,Turbo,The Polar Express,The Good Dinosaur,Wrath of the Titans,Monsters vs Aliens,Mr. Peabody & Sherman,Pete's Dragon,Bolt,Epic,A Christmas Carol,Chicken Little,0.007204640545406593,0.007498269900584109,0.007827321033494705,0.009856597938424083,0.010451481020596787,0.012658528233183697,0.013343603044599361,0.01438602670350142,0.014471208150099057,0.015491683768479758,"'Adventure','Animation','Family','Fantasy'","'Adventure','Animation','Family'",'Adventure',"'Animation','Family','Adventure','ScienceFiction'","'Animation','Adventure','Family'","'Adventure','Family','Fantasy'","'Animation','Family','Adventure','Comedy'","'Animation','Adventure','Family','Fantasy'","'Animation','Drama'","'Animation','Family','Comedy'",6.4,6.6,5.5,6.0,6.7,6.2,6.3,6.4,6.6,5.6,6.2299999999999995,6.1
178,Rango,The Other Guys,Tangled,The Legend of Tarzan,Bolt,G.I. Joe: The Rise of Cobra,X-Men: The Last Stand,Dark Shadows,The Sorcerer's Apprentice,Men in Black 3,Jack the Giant Slayer,0.00859702286850017,0.011307211727970667,0.014189935664394415,0.0210839530256256,0.0218294811316736,0.025308845380682454,0.0255250137077202,0.027943206074675042,0.02958491947603492,0.030070177986065483,"'Action','Comedy','Crime'","'Animation','Family'","'Action','Adventure'","'Animation','Family','Adventure','Comedy'","'Adventure','Action','Thriller','ScienceFiction'","'Adventure','Action','ScienceFiction','Thriller'","'Comedy','Fantasy'","'Fantasy','Adventure','Action','Comedy','Drama'","'Action','Comedy','ScienceFiction'","'Action','Family','Fantasy'",6.1,7.4,5.5,6.3,5.6,6.3,5.7,5.8,6.2,5.5,6.04,6.6
179,Penguins of Madagascar,The Princess and the Frog,Goosebumps,Home,Megamind,Grown Ups 2,Night at the Museum: Battle of the Smithsonian,A Bug's Life,The Adventures of Tintin,Cloudy with a Chance of Meatballs 2,Night at the Museum: Secret of the Tomb,0.004388819776833808,0.014864428635294469,0.01549152452573499,0.01826759164529923,0.01856515135898751,0.022607643646494258,0.02617164539414296,0.026304894506437693,0.02755373463707067,0.030513366351648696,"'Romance','Family','Animation','Music'","'Adventure','Horror','Comedy'","'Fantasy','Comedy','Animation','ScienceFiction','Family'","'Animation','Action','Comedy','Family','ScienceFiction'",'Comedy',"'Adventure','Fantasy','Action','Comedy','Family'","'Adventure','Animation','Comedy','Family'","'Adventure','Animation','Mystery'","'Animation','Family','Comedy'","'Adventure','Comedy','Fantasy','Family'",6.7,6.2,6.8,6.7,5.8,5.9,6.8,6.7,6.4,6.1,6.409999999999999,6.5
180,The Bourne Ultimatum,8 Mile,Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban,Spider-Man,The Avengers,Ocean's Eleven,The Incredibles,The Hunger Games: Catching Fire,Skyfall,Harry Potter and the Philosopher's Stone,0.010416364873718886,0.01071968207802143,0.012010652090487794,0.01305306419780583,0.015005621758010346,0.015029537396908932,0.015475943915863044,0.015649940353147485,0.018263476126504585,0.018330305317777573,'Drama',"'Adventure','Fantasy','Family','Mystery'","'Adventure','Fantasy','Family'","'Fantasy','Action'","'ScienceFiction','Action','Adventure'","'Thriller','Crime'","'Action','Adventure','Animation','Family'","'Adventure','Action','ScienceFiction'","'Action','Adventure','Thriller'","'Adventure','Fantasy','Family'",6.8,7.4,7.7,6.8,7.4,7.2,7.4,7.4,6.9,7.5,7.25,7.3
181,Kung Fu Panda,Maleficent,How to Train Your Dragon 2,The Croods,American Wedding,Rio,Hotel Transylvania,Hancock,Monsters University,Grown Ups,Inside Out,0.008008968708599573,0.012237093164332857,0.013521760691073359,0.014438325901030336,0.016240014626676458,0.016534630698830988,0.0214983369197983,0.02273583062495621,0.025068806586421744,0.025354584443630812,"'Fantasy','Adventure','Action','Family','Romance'","'Fantasy','Action','Adventure','Animation','Comedy','Family'","'Adventure','Animation','Comedy','Family','Fantasy'","'Comedy','Romance'","'Animation','Adventure','Comedy','Family'","'Animation','Comedy','Family','Fantasy'","'Fantasy','Action'","'Animation','Family'",'Comedy',"'Drama','Comedy','Animation','Family'",7.0,7.6,6.8,6.0,6.5,6.8,6.2,7.0,6.0,8.0,6.790000000000001,6.9
182,Ant-Man,The Dark Knight,"I, Robot",Wanted,Cars,Ted 2,The Bourne Supremacy,Iron Man,The Expendables,"Monsters, Inc.",The Martian,0.012333517458775756,0.013354644991181552,0.013993734952956083,0.01600039016015986,0.01689916389870516,0.01717122740410537,0.017502207835679795,0.017551059003117153,0.0194034400368851,0.02074862855055004,"'Drama','Action','Crime','Thriller'","'Action','ScienceFiction'","'Action','Thriller','Crime'","'Animation','Adventure','Comedy','Family'",'Comedy',"'Action','Drama','Thriller'","'Action','ScienceFiction','Adventure'","'Thriller','Adventure','Action'","'Animation','Comedy','Family'","'Drama','Adventure','ScienceFiction'",8.2,6.7,6.4,6.6,6.2,7.2,7.4,6.0,7.5,7.6,6.9799999999999995,7.0
183,The Hunger Games: Catching Fire,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Philosopher's Stone,The Avengers,Skyfall,Harry Potter and the Order of the Phoenix,Life of Pi,Harry Potter and the Goblet of Fire,Ocean's Eleven,Iron Man 3,The Dark Knight Rises,0.001537473727918126,0.006348781508072943,0.008024585171957477,0.009451557964647805,0.011746866301998948,0.012330367872537495,0.013416433417133167,0.01381422046404579,0.013902306159506272,0.01522247628134199,"'Adventure','Fantasy','Family'","'Adventure','Fantasy','Family'","'ScienceFiction','Action','Adventure'","'Action','Adventure','Thriller'","'Adventure','Fantasy','Family','Mystery'","'Adventure','Drama','Action'","'Adventure','Fantasy','Family'","'Thriller','Crime'","'Action','Adventure','ScienceFiction'","'Action','Crime','Drama','Thriller'",7.7,7.5,7.4,6.9,7.4,7.2,7.5,7.2,6.8,7.6,7.32,7.4
184,Home,Megamind,The Princess and the Frog,Rise of the Guardians,Penguins of Madagascar,Epic,Grown Ups 2,Cloudy with a Chance of Meatballs 2,How the Grinch Stole Christmas,Kung Fu Panda 3,Night at the Museum: Battle of the Smithsonian,0.009293171536972289,0.009379378487268109,0.01357829847318004,0.01549152452573499,0.016187666454895333,0.017311728513136115,0.017320604024427366,0.01796737866862952,0.01890266451350875,0.020684558504054262,"'Animation','Action','Comedy','Family','ScienceFiction'","'Romance','Family','Animation','Music'","'Fantasy','Animation','Family'","'Family','Animation','Adventure','Comedy'","'Animation','Adventure','Family','Fantasy'",'Comedy',"'Animation','Family','Comedy'","'Family','Comedy','Fantasy'","'Action','Adventure','Animation','Comedy','Family'","'Adventure','Fantasy','Action','Comedy','Family'",6.7,6.7,7.1,6.5,6.4,5.8,6.4,6.2,6.7,5.9,6.44,6.8
185,War of the Worlds,The Day After Tomorrow,Indiana Jones and the Kingdom of the Crystal Skull,Mission: Impossible II,The Village,Alice in Wonderland,Happy Feet,Enchanted,Avengers: Age of Ultron,Toy Story 3,Night at the Museum,0.00573227733321191,0.0070420448490174925,0.007419156368229318,0.009180544573807237,0.010085382757332506,0.010156828092522718,0.0128135776310081,0.014768579886845656,0.015775820205488067,0.01577854780762067,"'Action','Adventure','ScienceFiction','Thriller'","'Adventure','Action'","'Adventure','Action','Thriller'","'Drama','Mystery','Thriller'","'Family','Fantasy','Adventure'","'Animation','Comedy'","'Comedy','Family','Fantasy','Romance'","'Action','Adventure','ScienceFiction'","'Animation','Family','Comedy'","'Action','Adventure','Comedy','Family','Fantasy'",6.2,5.7,5.9,6.2,6.4,5.9,6.6,7.3,7.6,6.3,6.409999999999999,6.2
186,Bad Boys II,The Mask of Zorro,King Kong,Kingdom of Heaven,Hulk,Enemy of the State,The Legend of Zorro,Troy,Public Enemies,The Chronicles of Narnia: Prince Caspian,A.I. Artificial Intelligence,0.0067327395343383944,0.0073272197813439854,0.013700955119763436,0.01898167008839824,0.020726211348097046,0.021062380514911716,0.023477446102348143,0.025949002238338736,0.026443241396647,0.02696741022841498,"'Action','Adventure'","'Adventure','Drama','Action'","'Drama','Action','Adventure','History','War'","'Drama','Action','ScienceFiction'","'Action','Drama','Thriller'","'Action','Adventure'","'Adventure','Drama','War'","'History','Crime','Drama'","'Adventure','Family','Fantasy'","'Drama','ScienceFiction','Adventure'",6.3,6.6,6.6,5.3,6.7,5.9,6.9,6.5,6.3,6.8,6.389999999999999,6.3
187,Puss in Boots,Rio 2,Shrek Forever After,Rush Hour 2,Madagascar 3: Europe's Most Wanted,The Smurfs 2,The Smurfs,Madagascar: Escape 2 Africa,Dinosaur,Alvin and the Chipmunks: Chipwrecked,The SpongeBob Movie: Sponge Out of Water,0.03939213731961244,0.04112537777216152,0.04196932892529415,0.04311241185703785,0.04321876772630162,0.0435676576271411,0.044655072240037064,0.04524400819355967,0.04537455238612009,0.04798280688800127,"'Animation','Adventure','Comedy','Family'","'Comedy','Adventure','Fantasy','Animation','Family'","'Action','Comedy','Crime','Thriller'","'Animation','Family'","'Fantasy','Family','Comedy','Animation'","'Animation','Family','Adventure','Comedy','Fantasy'","'Family','Animation'","'Animation','Family'","'Comedy','Fantasy','Family','Music','Animation'","'Animation','Adventure','Comedy','Family'",6.3,6.0,6.4,6.4,5.5,5.5,6.2,6.2,5.4,5.8,5.970000000000001,6.4
188,Salt,The Tourist,Lara Croft: Tomb Raider,Grown Ups,4: Rise of the Silver Surfer,This Means War,Megamind,Men in Black 3,How to Train Your Dragon,Click,Quantum of Solace,0.005390818440669021,0.008757244645580586,0.012061399667750994,0.015526864827032583,0.017829125968861326,0.017940760382746723,0.018708493565779083,0.01895167428542921,0.0202271845461105,0.020605605707861074,"'Action','Thriller','Romance'","'Adventure','Fantasy','Action','Thriller'",'Comedy',"'Adventure','Fantasy','Action','Thriller'","'Action','Comedy','Romance'","'Animation','Action','Comedy','Family','ScienceFiction'","'Action','Comedy','ScienceFiction'","'Fantasy','Adventure','Animation','Family'","'Comedy','Drama','Fantasy','Romance'","'Adventure','Action','Thriller','Crime'",6.0,5.7,6.0,5.4,5.9,6.7,6.2,7.5,6.0,6.1,6.15,6.2
189,Noah,Troy,Live Free or Die Hard,Armageddon,Just Go with It,2012,Angels & Demons,The Amazing Spider-Man 2,Pirates of the Caribbean: At World's End,National Treasure,The Hobbit: The Desolation of Smaug,0.013394622165033732,0.017760538357611932,0.018984752688405382,0.019579237536233474,0.02270633489298035,0.025125855327171598,0.026364003124972335,0.026421226665088837,0.026925290517938127,0.027401008858940257,"'Adventure','Drama','War'","'Action','Thriller'","'Action','Thriller','ScienceFiction','Adventure'","'Romance','Comedy'","'Action','Adventure','ScienceFiction'","'Thriller','Mystery'","'Action','Adventure','Fantasy'","'Adventure','Fantasy','Action'","'Adventure','Action','Thriller','Mystery'","'Adventure','Fantasy'",6.9,6.4,6.4,6.3,5.6,6.5,6.5,6.9,6.4,7.6,6.55,5.6
190,The Adventures of Tintin,Quantum of Solace,A Bug's Life,Night at the Museum: Battle of the Smithsonian,300: Rise of an Empire,Goosebumps,Megamind,Night at the Museum: Secret of the Tomb,The Princess and the Frog,How to Train Your Dragon 2,Penguins of Madagascar,0.010625577649118645,0.012190765180187135,0.012998870328373657,0.01717325320133989,0.0198090038937504,0.02198757731599621,0.02452312087372155,0.025107720974576253,0.02600435387760036,0.026304894506437693,"'Adventure','Action','Thriller','Crime'","'Adventure','Animation','Comedy','Family'","'Adventure','Fantasy','Action','Comedy','Family'","'Action','War'","'Adventure','Horror','Comedy'","'Animation','Action','Comedy','Family','ScienceFiction'","'Adventure','Comedy','Fantasy','Family'","'Romance','Family','Animation','Music'","'Fantasy','Action','Adventure','Animation','Comedy','Family'","'Family','Animation','Adventure','Comedy'",6.1,6.8,5.9,6.1,6.2,6.7,6.1,6.7,7.6,6.5,6.470000000000001,6.7
